,problem,solver,status,sanity_sat,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,slots:u,topdown-retiring:u,topdown-bad-spec:u,topdown-fe-bound:u,topdown-be-bound:u,elapsed,user,sys
285,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/822.corecstrs.readable,z3noodler,Success,sat,15.00,0,0,2227,37007966,73568168,15568723,151143,185039830,74606084,16684651,61033268,34070293,0.015804180,0.009068000,0.006352000
286,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/840.corecstrs.readable,ostrich,Success,sat,3091.70,0,0,32247,9724691039,11740654865,2331535728,67374557,43100598130,8303065113,24082656994,10095060363,8959188509,1.030028707,2.852345000,0.280597000
287,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/827.corecstrs.readable,z3noodler,Success,sat,15.75,0,0,2736,37708613,73574082,15571931,150614,188493975,74519240,16994453,61436502,36920145,0.016451757,0.010106000,0.006056000
288,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/812.corecstrs.readable,ostrich,Success,sat,3244.40,0,0,31209,10177093354,12213810831,2424113986,69197808,45459744085,8552538507,25486297606,10219457953,10150416682,1.020962668,3.013231000,0.261735000
289,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/849.corecstrs.readable,ostrich,Success,sat,2905.52,0,0,32075,9118065142,11704812141,2307932748,66802454,42228124855,8040280477,24504445802,9835376584,8031247181,1.013227784,2.624202000,0.306444000
290,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/822.corecstrs.readable,z3,Success,unsupported,8.69,0,0,1923,15791781,20768047,4391380,94890,78958885,19694620,10824459,28745587,20170976,0.009656111,0.004521000,0.004524000
291,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/849.corecstrs.readable,cvc5,Success,sat,4.25,0,0,600,9541591,12975306,2558837,57777,47707955,12566545,5612700,25288665,4334583,0.005096153,0.000943000,0.003775000
292,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/845.corecstrs.readable,z3alpha,Success,sat,47.01,0,0,5526,128101428,230110986,50332661,951703,640440030,206627737,142433026,199576415,104617773,0.054286373,0.032133000,0.015335000
293,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/840.corecstrs.readable,z3alpha,Success,sat,49.25,0,0,6034,131156278,230085260,50309370,959129,654785695,207398740,150503781,203616871,113016401,0.061177911,0.039473000,0.010044000
294,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/823.corecstrs.readable,z3alpha,Success,sat,49.25,0,0,6065,131999457,232748464,50868238,983516,659997225,209870639,146224019,206203210,110493747,0.056739364,0.037129000,0.012504000
295,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/839.corecstrs.readable,cvc5,Success,sat,3.93,0,0,601,8887183,12974338,2558754,57483,44435895,12575237,5576269,22333708,4036576,0.004828270,0.002629000,0.001756000
296,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/822.corecstrs.readable,ostrich,Success,sat,3062.81,0,0,32352,9636175669,12027589312,2372363828,68810710,43418706450,8330829442,25808376230,9760501037,8512421220,1.025896478,2.763573000,0.327469000
297,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/808.corecstrs.readable,cvc5,Success,sat,3.99,0,0,610,9437260,14097650,2768165,60519,47186300,13721188,5921418,23528535,4098882,0.004915407,0.002590000,0.001727000
298,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/820.corecstrs.readable,z3,Success,unsupported,8.26,0,0,1919,14864130,20765805,4390627,94899,74320630,19692048,10187802,26474312,18405304,0.009176219,0.003744000,0.004994000
299,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/811.corecstrs.readable,z3alpha,Success,sat,47.54,0,0,6047,128465311,230984565,50501859,961704,641317165,208254719,145194224,202115355,100204791,0.055404615,0.036857000,0.010931000
300,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/826.corecstrs.readable,z3,Success,unsupported,8.76,0,0,1923,15433688,20765013,4390449,93786,77168420,19250572,12084801,26593592,20164966,0.014040223,0.003039000,0.006072000
301,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/826.corecstrs.readable,z3alpha,Success,sat,47.80,0,0,6072,129910711,232484053,50802317,979024,649021900,208214826,152410784,200315666,102718935,0.059312506,0.033212000,0.014996000
302,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/843.corecstrs.readable,ostrich,Success,sat,2992.64,0,0,31788,9617323939,11872279120,2345936812,67434330,44251596350,8058465285,25658715730,9561052180,9581496852,1.033093743,2.685035000,0.333525000
303,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/824.corecstrs.readable,z3noodler,Success,sat,15.85,0,0,2741,37701727,73566375,15568404,151557,188261145,74365066,17704496,63604399,33933986,0.016469854,0.009715000,0.006478000
304,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/826.corecstrs.readable,z3noodler,Success,sat,16.31,0,0,2744,38336728,73566776,15568660,153888,191570280,73396804,27759406,61012628,37160964,0.033148223,0.010226000,0.006507000
305,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/849.corecstrs.readable,z3alpha,Success,sat,52.67,0,0,5527,143493560,230214148,50331354,965094,674138715,207933093,144528176,209945187,128818724,0.059776774,0.043095000,0.009870000
306,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/821.corecstrs.readable,ostrich,Success,sat,3040.11,0,0,32515,9140490212,11942011712,2347515717,68056687,42293227370,8308825042,25394407186,9693945548,7613815405,1.021333392,2.775167000,0.302821000
307,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/846.corecstrs.readable,z3noodler,Success,sat,15.38,0,0,2736,36516832,73201898,15489082,148702,182584100,74314880,16461103,60230931,32901903,0.016088116,0.009913000,0.005943000
308,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/845.corecstrs.readable,z3,Success,unsupported,8.04,0,0,1896,13799363,18388089,3878713,76601,68940600,17450259,9176259,23228569,19510018,0.008843765,0.003725000,0.004654000
309,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/809.corecstrs.readable,cvc5,Success,sat,4.17,0,0,610,10019645,14097646,2768166,60441,50098205,13783771,5893906,26357439,4157057,0.005060908,0.004554000,0.000000000
310,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/827.corecstrs.readable,cvc5,Success,sat,3.86,0,0,609,9288793,13948124,2740282,60355,46443965,13687996,5646129,23341057,3852804,0.004808412,0.004210000,0.000000000
311,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/825.corecstrs.readable,z3noodler,Success,sat,15.55,0,0,2737,36909388,73566399,15568355,152872,184235295,74293794,18056394,60031560,33207583,0.016180228,0.009931000,0.005957000
312,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/839.corecstrs.readable,z3alpha,Success,sat,48.56,0,0,6035,130357951,230188380,50346517,956512,649443570,208103247,141395331,201919818,111321275,0.056413529,0.037969000,0.010978000
313,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/846.corecstrs.readable,cvc5,Success,sat,3.86,0,0,601,8876383,12974123,2558705,57688,44381915,12734121,5395448,22306691,4031785,0.004669775,0.002157000,0.002157000
314,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/809.corecstrs.readable,z3alpha,Success,sat,48.35,0,0,6042,130826220,230996448,50510549,968114,654131080,209121795,143148345,204560094,109876329,0.055855893,0.032670000,0.015943000
315,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/845.corecstrs.readable,z3noodler,Success,sat,15.04,0,0,2228,36634323,73192335,15484010,147413,183171595,73792382,17222361,60453917,33030988,0.015661850,0.011577000,0.003865000
316,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/851.corecstrs.readable,z3noodler,Success,sat,15.59,0,0,2226,37442184,73194075,15484477,149313,187172285,73991040,17610144,61738694,35190764,0.016741350,0.010386000,0.005669000
317,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/809.corecstrs.readable,z3noodler,Success,sat,16.92,0,0,2742,40297304,73616843,15583492,152511,192093040,74435753,16565146,64115211,38370999,0.018135943,0.011210000,0.006113000
318,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/811.corecstrs.readable,ostrich,Success,sat,3056.38,0,0,31022,9096164257,12071575763,2363611490,69082933,42875853665,8322731800,25929572141,9564243944,7850392088,1.038532219,2.749308000,0.344698000
319,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/846.corecstrs.readable,ostrich,Success,sat,2990.30,0,0,32033,9380509667,11778208125,2318847890,67664865,42746678835,8121073398,26083242817,9313498226,8248533785,1.031780029,2.694427000,0.325719000
320,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/849.corecstrs.readable,z3noodler,Success,sat,15.70,0,0,2737,37585747,73196186,15485615,149710,187928715,74224203,16933081,63494665,34627631,0.016330981,0.010072000,0.006040000
321,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/821.corecstrs.readable,z3,Success,unsupported,8.61,0,0,1923,15349888,20730619,4383484,94557,76749420,19721477,10212526,27068356,20204362,0.009429652,0.004516000,0.004518000
322,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/811.corecstrs.readable,cvc5,Success,sat,4.34,0,0,610,10034462,14096347,2767995,60200,50172310,13803863,5902624,26199374,4359663,0.005236461,0.001937000,0.002908000
323,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/843.corecstrs.readable,z3,Success,unsupported,8.12,0,0,1897,13819010,18394526,3880525,77049,69095030,17434054,8929829,23487543,19491364,0.008916967,0.001720000,0.006880000
324,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/840.corecstrs.readable,z3noodler,Success,sat,15.28,0,0,2737,36782509,73193291,15484788,149321,183805690,74133265,17290764,59883628,33838823,0.015923555,0.011749000,0.003918000
